JOB_TYPE,DEPTH_M,DIAMETER_MM,MATERIAL,LENGTH_M,JOB_COST
1,2.61,50,1,31.49,4760.259157
0,2.11,125,0,30.55,3347.477908
0,2.77,125,2,37.36,4888.007643999999
1,1.76,50,2,29.99,3339.2440690000003
1,1.45,125,0,35.62,8803.68211
0,1.94,50,1,15.01,1749.84168
1,2.48,50,0,15.51,4374.612907
1,2.96,63,2,14.28,5007.348443
0,3.47,250,0,23.88,9556.650569
1,3.72,125,2,38.31,19943.44643
1,3.9,250,1,22.74,22423.13485
1,2.73,90,2,15.41,7122.69239
1,2.93,250,0,23.21,22423.13485
0,2.58,63,1,26.5,2227.285821
1,3.9,90,2,25.03,14514.05174
0,2.5,63,1,12.22,1749.84168
0,1.7,63,2,27.2,1749.84168
1,2.58,90,0,27.22,8072.456290000001
0,3.75,63,1,12.17,2058.1026100000004
1,1.96,200,0,16.89,10280.87421
0,3.32,63,0,34.2,3139.231241
0,1.68,90,0,33.22,1993.192493
0,2.32,90,1,23.93,2712.10869
1,2.08,125,0,12.61,6193.231328
1,2.26,63,1,14.51,4041.188857
1,3.32,50,2,25.62,6702.989571
1,3.57,250,0,22.01,22423.13485
1,2.42,200,1,12.17,12320.900959999999
1,2.06,250,1,22.36,21461.07566
1,3.66,90,2,25.0,14205.30989
1,3.0,63,2,20.68,6387.280501
1,1.54,50,0,19.46,2165.6976760000002
1,3.08,90,0,21.93,8568.679437
1,1.62,63,0,19.7,3513.235602
1,1.65,63,0,27.63,3944.7898729999997
0,2.44,90,0,22.8,2829.255759
1,3.48,90,1,19.55,10186.79207
0,2.8,90,0,12.17,2112.433682
1,1.59,200,2,21.76,10656.56055
1,3.9,250,0,12.17,22423.13485
1,2.11,90,0,38.31,9727.314606999998
1,3.29,125,1,24.34,15598.763490000001
1,3.32,63,0,24.16,7429.543801000001
1,2.45,200,1,38.31,21046.58352
1,3.57,125,1,23.78,14311.83339
1,3.55,63,0,15.29,6734.432186
1,1.99,90,1,35.69,8201.294478
1,3.78,90,0,19.87,11760.73868
1,1.87,125,2,12.71,6445.412829999999
1,3.3,125,0,33.41,18553.236269999998
1,2.82,90,1,27.27,10866.363220000001
0,2.86,90,0,19.81,3133.389898
1,3.54,125,0,12.17,9466.52245
0,2.52,63,0,13.89,1749.84168
1,3.6,63,0,36.39,9055.02254
1,2.55,200,0,29.53,19570.53266
0,3.02,125,2,18.12,4440.512873
1,3.9,250,1,27.65,22423.13485
1,2.05,125,2,14.62,8106.867065
0,1.45,63,0,19.96,1749.84168
1,2.67,63,1,24.59,5495.798509
1,3.02,125,0,12.17,9182.9509
1,1.52,250,0,12.96,9018.370395999998
0,1.85,90,2,34.35,2416.821527
0,3.78,63,0,12.17,1790.296511
0,3.9,63,0,23.73,3359.5551840000003
1,1.62,63,0,12.17,2715.9000899999996
0,1.66,90,0,22.11,2181.046801
1,2.05,250,1,38.31,22423.13485
1,3.71,63,0,13.89,6224.48635
0,3.9,50,1,35.01,3173.6404829999997
1,3.69,250,2,15.58,22423.13485
1,1.52,90,1,15.8,4452.819703
0,2.2,50,0,23.54,1749.84168
0,2.3,50,1,34.21,1749.84168
0,3.58,90,0,38.31,5016.7940960000005
1,3.05,200,0,21.25,21385.030280000003
0,3.9,63,0,17.98,3306.490098
0,1.62,90,0,21.14,1749.84168
0,1.45,200,1,26.68,3011.541547
0,2.57,90,2,24.9,3330.519995
1,3.9,200,2,36.24,22423.13485
1,3.73,63,2,38.31,11700.016959999999
0,2.37,200,1,38.31,8665.490875
1,3.28,63,0,15.4,6119.181926
1,2.8,63,1,24.33,6183.450191
1,2.86,200,1,29.57,22423.13485
0,2.39,250,0,38.31,9905.263976999999
1,2.83,63,2,22.83,6255.283921
1,2.77,250,0,24.67,22423.13485
1,2.75,125,1,25.26,10566.32403
1,2.78,90,2,33.71,11432.6976
1,3.48,50,0,30.71,8059.088693000001
1,1.53,200,2,38.31,14551.20566
0,2.13,90,1,35.18,2049.747119
0,2.02,200,0,22.36,4818.762869
1,1.45,125,0,36.14,6088.084526
1,2.35,90,1,25.91,6659.320114
1,3.56,50,2,26.36,7940.671601999999
0,2.53,50,1,21.77,1749.84168
1,2.09,90,1,34.3,8099.339579
1,3.28,50,1,33.1,8079.45608
1,1.83,250,2,20.52,17774.485
1,1.67,63,0,32.88,4820.791579
0,3.34,90,1,15.87,3494.465447
0,2.45,63,0,38.31,2993.77848
0,2.12,63,2,35.62,1921.9121870000001
0,1.96,63,2,24.95,1749.84168
0,3.9,90,0,19.28,3109.703518
0,3.19,50,1,38.31,2586.7744079999998
1,3.11,250,0,32.24,22423.13485
1,2.82,90,0,16.58,6560.496231
1,3.9,125,1,19.06,18089.2889
1,3.37,63,0,12.17,4727.195209
1,3.51,63,2,38.31,9364.569028
1,3.25,200,0,15.68,18143.34503
1,2.16,125,1,28.38,10635.7826
1,1.89,125,2,13.53,6936.08262
0,3.08,90,0,15.66,2620.5055030000003
0,2.62,50,0,20.79,1749.84168
0,2.56,63,1,20.64,1749.84168
0,1.65,250,2,37.12,7241.496014
1,1.45,125,0,26.24,6202.558002000001
1,1.9,125,2,37.23,11141.32875
1,3.79,50,2,29.47,7619.230815999999
1,2.0,250,2,22.07,19012.45382
0,1.53,125,1,36.66,2596.127461
1,2.1,200,0,16.17,10724.06625
1,3.6,250,1,24.13,22423.13485
1,2.12,90,0,28.31,7443.142475
0,3.7,250,2,38.31,15335.140959999999
1,2.44,90,0,38.31,11172.387840000001
0,2.21,63,0,12.17,1749.84168
1,3.9,125,0,15.11,14467.089240000001
1,1.54,90,1,24.68,4722.872433
1,1.87,90,0,14.57,5247.218064
1,3.79,125,1,12.17,12242.56127
1,3.11,200,0,20.29,18875.70037
1,3.14,63,1,28.38,7829.151342
1,2.25,90,0,14.35,5900.913393
0,2.48,63,2,16.97,1749.84168
1,2.98,250,1,20.65,22423.13485
1,1.9,125,0,35.33,10998.266790000001
0,3.79,250,0,35.0,22423.13485
1,1.75,90,0,20.42,5045.938096
1,2.71,250,0,24.91,22423.13485
1,2.39,250,1,34.57,22423.13485
0,2.48,63,0,36.55,2351.9161050000002
0,1.45,250,0,12.17,2977.065934
1,2.22,90,0,17.51,6329.339196
1,1.55,90,2,17.61,4143.850243
1,3.9,50,2,21.85,10161.52979
1,1.45,63,0,19.42,3006.5106960000003
1,3.22,90,1,18.83,7721.701741
0,1.61,90,0,36.37,2103.549396
0,3.9,200,0,38.31,13438.969119999998
1,2.1,90,2,34.58,8181.710690999999
1,3.2,50,0,21.84,5884.568819
1,3.05,125,0,18.13,11059.863440000001
1,1.91,90,0,33.1,7805.0064680000005
0,2.33,63,1,17.0,1749.84168
0,1.59,90,0,21.78,1749.84168
1,1.7,200,0,19.41,11111.487809999999
1,1.54,50,1,27.08,2961.885129
1,3.4,200,2,17.27,18781.80899
1,3.58,90,0,21.78,10412.19168
0,1.73,200,0,20.54,3392.54491
1,1.45,50,0,22.23,2102.4953960000003
1,3.9,200,0,16.98,22423.13485
1,2.64,90,0,34.69,8347.155936
1,1.94,63,0,23.59,3714.51396
1,1.91,200,0,31.98,16567.56218
1,2.46,63,1,18.58,4060.493567
0,2.93,125,0,38.31,4914.225549
1,1.45,50,2,38.31,3222.6960480000002
0,2.26,63,0,19.13,1749.84168
1,3.6,125,0,29.0,19228.66689
1,2.07,125,1,38.31,12662.28473
1,1.56,63,0,38.31,4823.602972
1,2.27,90,2,14.75,6009.17536
1,2.39,250,0,33.28,22423.13485
1,3.2,90,0,15.53,8669.506612000001
1,2.28,250,0,21.64,18394.79182
1,2.4,200,0,32.11,17307.71498
0,1.54,125,0,12.17,1749.84168
0,1.55,200,2,32.04,4327.9127
1,3.72,90,0,25.92,13490.30072
1,3.4,200,0,30.3,22423.13485
1,3.18,200,1,14.08,17912.97742
1,2.81,200,0,27.76,22271.870890000002
1,1.93,63,1,12.17,2455.194437
1,2.08,200,1,32.36,16085.937569999998
0,2.78,90,0,17.53,2227.3076
0,3.38,90,1,19.4,3453.4732689999996
1,2.29,200,1,22.18,15305.92719
1,2.34,250,2,23.55,22423.13485
1,2.83,90,1,16.45,7732.525003
1,2.52,63,0,26.96,5531.506392
1,2.56,63,1,16.01,4271.138493
1,2.41,50,1,37.02,5060.278504999999
1,3.9,63,0,15.8,7550.817582
1,3.73,250,0,15.65,22423.13485
1,3.1,200,0,12.17,14595.831259999999
1,3.9,250,2,16.01,22423.13485
1,3.18,63,0,22.97,5788.794476
1,3.02,250,2,36.57,22423.13485
1,3.9,250,2,38.31,22423.13485
0,1.76,125,1,14.12,2372.615316
1,3.71,90,1,14.08,9708.661237
1,2.53,125,2,19.22,10206.619
1,3.34,90,1,12.17,6834.501023000001
0,3.9,200,0,17.72,10113.24882
0,3.9,90,1,15.35,4089.35734
0,3.51,250,0,34.63,17331.15296
0,1.57,90,1,25.41,1749.84168
0,2.82,200,0,27.04,6436.150495
0,2.61,90,1,33.92,2878.9399280000002
1,1.53,50,0,17.5,2759.553741
0,3.05,90,0,30.32,3971.2238509999997
1,1.84,125,0,26.12,7822.111306999999
0,2.34,125,0,38.31,5208.559126
1,2.89,63,1,33.29,7614.445584
1,3.63,50,0,35.79,7179.060693
1,3.32,90,2,25.22,10323.55337
1,3.9,200,2,22.23,22423.13485
1,2.32,90,2,28.24,7679.3684299999995
1,1.78,125,0,38.31,8692.647529
1,3.25,90,0,20.0,9255.004772
1,2.98,50,0,37.29,6596.39944
0,2.39,250,1,14.3,5875.993716
1,1.55,250,1,37.76,21164.68106
0,2.79,250,1,21.27,5970.831368
1,2.49,50,1,24.23,4533.27271
0,2.12,125,0,16.73,3302.854949
0,2.6,90,0,38.31,4234.659737
0,2.16,200,1,22.9,4891.047174
1,2.7,200,1,37.04,22013.03125
1,2.93,125,1,22.86,13186.769909999999
1,1.45,63,0,19.44,2934.3360629999997
1,3.79,250,1,38.31,22423.13485
1,2.26,250,1,31.15,19922.43118
1,1.98,200,0,36.49,14868.109030000001
1,2.12,250,2,19.96,22423.13485
1,2.25,90,0,24.03,6505.615193
1,3.9,90,0,30.65,15749.636359999999
1,3.9,250,1,14.62,22423.13485
1,3.51,125,0,38.31,17203.236569999997
1,2.16,125,0,20.65,8467.835334000001
1,2.28,50,1,20.28,3680.087836
1,2.41,90,0,21.58,7265.632685
1,1.89,90,2,14.03,4552.640611
1,2.25,50,0,26.84,4745.35807
0,2.47,90,0,27.37,2799.354214
1,3.18,200,2,32.44,22423.13485
1,1.86,50,2,17.68,2758.317047
1,3.8,200,0,38.23,22423.13485
1,1.45,90,1,30.84,4360.313525
0,2.6,90,0,23.78,3271.2197929999998
1,2.9,250,0,34.28,22423.13485
0,2.22,200,2,27.13,4993.973335000001
0,1.53,125,0,30.62,2895.769577
0,1.81,125,0,17.89,2608.584222
1,3.9,250,2,16.38,22423.13485
0,3.19,50,2,19.4,1857.7628350000002
0,1.64,63,1,12.17,1749.84168
1,2.74,63,0,21.74,5732.7690840000005
1,2.27,50,1,17.82,3795.8840920000002
0,2.24,63,2,20.09,1833.78268
1,1.47,250,1,32.77,14661.6573
1,3.62,90,0,38.31,13992.57989
1,2.9,90,1,25.42,11046.40048
0,2.37,250,0,21.47,9143.04045
0,1.45,125,1,33.88,1833.079908
0,2.09,90,0,18.23,1946.974784
0,2.03,200,0,38.12,6642.787066
1,3.9,250,0,38.31,22423.13485
1,1.8,90,1,34.52,8077.319845999999
1,1.68,125,0,33.56,8004.59173
0,3.9,50,1,12.71,1751.5168800000001
0,3.2,200,1,12.17,5279.099249
0,1.89,50,0,30.22,1749.84168
1,1.56,125,0,38.1,8550.395324
1,2.2,63,1,24.29,5463.278224000001
1,1.8,250,0,20.4,15532.78251
1,1.56,90,2,22.04,5540.548224
1,3.0,250,1,30.0,22423.13485
1,3.36,200,1,38.31,22423.13485
1,2.04,125,2,12.73,6464.395068
1,3.43,50,0,22.21,6748.110781
1,1.45,50,1,24.08,2294.289795
0,2.14,125,0,37.49,3983.5226340000004
1,1.99,125,1,20.58,6537.300429
0,3.03,63,1,31.62,2506.261139
0,1.76,63,0,17.31,1749.84168
0,1.61,50,0,23.34,1749.84168
1,2.71,90,2,32.01,9661.494811
0,2.41,90,0,12.36,2144.8416620000003
1,1.91,125,1,22.11,7990.193805
1,3.9,90,0,12.5,12037.134409999999
1,2.89,200,1,30.25,21456.76135
1,2.8,50,1,12.17,4195.095927
0,3.28,125,1,17.52,4354.604794
0,3.9,90,0,34.9,4399.484734000001
0,2.5,125,2,30.64,4765.814554
1,2.38,125,0,14.12,8525.049462
0,3.06,250,1,29.47,12630.36733
1,3.03,250,2,29.94,22423.13485
1,2.92,50,0,14.41,4459.370168
0,3.9,200,0,35.74,13041.95529
1,1.45,125,0,17.88,4928.67877
0,2.17,90,0,25.88,2027.9208079999999
1,2.09,125,0,27.94,9033.202229999999
1,2.76,90,0,25.32,9026.190745
1,2.73,63,0,21.35,5064.632573
1,3.86,125,0,37.38,20519.021380000002
1,1.85,125,1,18.74,9185.684386
0,2.35,250,0,16.41,6010.017793
1,2.69,125,1,35.33,15820.84381
1,3.48,250,2,15.14,22423.13485
0,3.9,250,1,38.31,14911.94321
0,2.59,125,1,16.9,2944.5491739999998
0,1.98,90,0,12.37,1814.813709
1,1.83,200,1,30.51,14991.80951
1,2.54,250,0,38.31,22423.13485
1,2.02,125,1,22.91,8029.220052
1,2.24,125,0,13.52,6875.313026999999
1,3.0,63,0,13.03,4777.9522640000005
1,1.97,125,0,17.32,6892.223362999999
1,3.04,250,0,38.31,22423.13485
1,3.76,50,0,38.31,8856.489333
0,1.83,63,1,37.78,1749.84168
1,2.73,250,0,16.34,17662.19572
1,1.45,90,0,15.94,3277.65455
0,2.29,250,1,21.15,8625.689434
1,1.55,90,0,26.58,5490.325948
0,2.36,125,1,16.15,2698.603703
1,2.18,90,0,15.85,6518.876859
0,3.9,63,0,38.31,4070.8843799999995
1,1.58,90,2,38.31,5881.063463
0,1.66,90,0,26.69,1749.84168
0,2.16,50,0,18.09,1749.84168
1,2.87,125,1,32.77,15823.42736
1,3.03,63,1,38.08,8290.425129000001
1,2.5,90,2,21.75,7435.476083
1,1.66,63,0,21.77,3405.517667
1,1.45,90,0,19.19,3903.717007
1,1.73,250,0,38.31,22423.13485
0,1.57,200,0,19.11,3668.847065
1,3.9,63,0,22.67,9103.318401999999
1,2.4,50,1,17.22,3769.985682
0,1.98,50,0,38.31,1749.84168
1,3.78,200,0,38.31,22423.13485
1,1.45,125,0,12.69,5104.1202539999995
1,3.04,63,0,29.03,6535.673977
1,3.57,90,0,29.76,11939.23383
1,3.41,200,2,14.03,16048.538219999999
1,3.3,250,0,21.67,22423.13485
1,2.13,125,0,21.91,9672.340527
1,3.21,90,0,38.13,14624.6178
1,1.49,200,1,24.57,10549.62432
1,2.72,250,1,38.31,22423.13485
1,3.9,250,1,12.17,22423.13485
1,2.33,63,2,12.17,3460.65564
1,3.63,125,0,23.69,17430.25215
1,1.91,90,1,30.38,6494.462907
1,3.9,250,0,12.44,22423.13485
1,2.24,250,0,38.31,22423.13485
0,3.9,125,0,28.56,8033.605656000001
1,3.41,125,2,20.64,13468.97382
1,1.98,125,2,31.64,9713.652001999999
1,3.9,200,0,15.47,22423.13485
1,1.74,63,0,17.05,2935.885169
1,1.85,125,2,20.97,9033.879306
0,1.81,125,1,21.22,2753.5504149999997
0,1.45,50,2,34.83,1749.84168
1,3.68,90,0,26.78,13009.96233
1,3.9,250,0,19.23,22423.13485
0,2.17,125,2,25.27,2980.0419660000002
1,1.95,63,0,30.4,4861.962598
1,3.75,125,0,31.62,18542.57517
1,3.23,50,0,38.31,6967.842533
0,3.73,200,2,12.24,7458.153391
1,1.8,200,1,38.31,14581.30675
0,3.2,90,0,12.17,1919.328578
1,1.46,63,0,18.95,3031.5067480000002
1,3.3,200,0,12.17,18651.181819999998
1,1.45,90,0,24.9,4479.123772999999
1,2.71,125,0,13.59,8169.586518000001
1,2.39,125,0,17.12,10024.37808
1,2.31,90,0,38.31,10658.412559999999
1,3.9,125,0,27.3,20506.112090000002
1,3.79,50,0,38.31,7729.853179000001
1,3.46,50,0,38.31,8560.215757
1,2.45,200,1,29.01,19396.65248
1,1.45,63,0,33.59,2514.113573
1,1.58,125,1,19.25,6692.2438520000005
1,1.84,63,0,25.62,4579.99713
1,1.74,250,1,30.19,21599.40651
1,2.84,90,0,12.66,7305.004338
1,1.8,250,0,24.57,20350.694359999998
0,1.45,63,0,33.77,1749.84168
1,3.9,50,0,27.85,7498.707990000001
1,1.64,63,2,29.4,4205.096001
1,2.77,90,1,14.97,7171.474571
0,2.42,200,0,22.95,4871.587563
1,3.9,250,0,31.48,22423.13485
0,3.09,63,1,36.49,2539.366752
1,2.8,250,1,13.72,22423.13485
0,3.01,125,1,14.44,3435.996446
1,2.36,63,0,27.42,5043.078375
1,2.47,125,1,12.17,6539.4353710000005
1,2.38,200,0,12.17,12365.809870000001
0,2.86,50,0,15.93,1749.84168
1,2.52,200,0,13.87,12635.11238
0,2.7,250,0,13.88,6606.442263
0,2.83,90,0,33.84,3075.910947
0,1.79,90,1,17.79,1851.318514
1,1.45,250,0,31.79,9580.847634
1,3.49,90,1,21.09,9210.039142
1,3.18,50,2,38.31,5362.47097
1,1.6,125,1,38.31,9121.087789
1,1.98,125,2,24.38,8484.373156
1,2.05,250,0,12.17,16389.7533
1,1.53,125,2,25.37,6099.249345
1,1.78,200,0,19.23,13467.43653
1,3.9,250,0,12.33,22423.13485
1,3.56,90,1,19.79,10760.4639
1,2.7,90,1,26.7,9198.383426999999
1,2.94,250,1,28.56,22423.13485
1,2.9,63,0,19.92,5635.711891
0,2.56,63,0,13.46,1749.84168
1,1.98,50,0,12.17,1763.572312
0,2.41,250,2,15.99,7988.976533
0,1.69,250,0,19.69,4617.155015
1,2.63,200,1,13.35,13757.8553
1,2.21,90,1,13.77,5913.066478
1,3.36,50,1,32.09,5811.020308
0,2.03,63,0,14.12,1749.84168
1,1.82,50,0,38.26,3807.005836
1,2.02,90,1,21.74,7017.043090000001
0,2.52,63,0,18.77,1749.84168
1,1.88,90,0,33.35,6206.463648
1,3.06,250,1,13.53,20560.64095
0,2.36,63,0,33.91,2023.6242140000002
0,3.03,63,2,30.62,2647.853772
1,2.2,125,0,36.91,10831.333040000001
0,1.96,63,1,24.68,1749.84168
1,2.5,63,0,22.91,6264.142782
1,3.75,200,2,34.04,22423.13485
1,1.99,250,0,13.58,15675.015769999998
1,2.18,250,0,12.17,15007.8526
0,2.23,50,1,38.31,1749.84168
1,3.68,250,0,15.56,22423.13485
1,3.9,250,0,16.76,22423.13485
1,3.49,200,0,37.48,22423.13485
0,2.64,200,0,22.1,5690.976172
1,2.21,250,0,20.22,20068.86146
0,2.17,50,0,37.66,1749.84168
0,2.08,250,0,18.48,7749.850068000001
1,3.78,250,0,37.15,22423.13485
1,3.47,125,2,15.34,13042.73563
1,2.82,90,0,18.4,8954.154603
1,1.62,125,2,20.19,6315.219503
1,3.9,90,1,20.18,14768.702969999998
0,2.18,50,1,27.16,1749.84168
1,1.86,125,0,16.3,6604.217094
1,3.9,200,2,36.22,22423.13485
0,3.36,63,1,25.39,2959.492108
0,2.12,125,0,23.99,3160.726452
1,2.21,63,1,38.31,5574.535572
1,1.45,50,2,38.31,3046.4321640000003
0,1.66,200,1,12.17,2762.783736
0,2.44,90,1,23.27,2652.655181
1,3.09,200,2,19.56,22423.13485
1,2.66,250,1,20.72,22423.13485
0,1.85,63,0,15.97,1749.84168
0,3.21,125,0,23.5,5017.468425999999
1,1.83,63,1,35.62,4223.721943
1,2.03,63,0,12.17,3224.812409
1,3.2,90,0,12.17,6794.811859
0,3.78,90,0,38.31,4412.677413
1,3.28,90,2,16.97,8981.316279
0,1.9,200,0,14.85,4006.256515
0,2.72,63,1,12.75,1749.84168
0,3.39,250,2,21.39,10584.10541
1,2.28,200,1,37.66,20698.72765
1,3.59,63,2,38.31,10181.67003
1,3.8,200,2,16.19,22160.595409999998
1,2.57,200,1,12.51,10477.06215
0,2.2,90,2,15.15,1834.212834
1,3.4,63,0,27.31,8522.348578000001
1,2.04,90,1,12.17,4196.271646
0,3.38,250,0,17.56,9488.507889
1,2.19,90,1,38.31,8782.935084
0,1.45,200,0,30.03,3175.153898
1,1.46,90,0,12.17,2763.465426
0,2.01,250,2,33.46,10595.32736
1,2.93,125,0,21.34,10768.43486
0,3.33,125,0,24.28,5823.470175
0,2.35,90,1,36.31,3369.9321119999995
1,2.56,90,1,30.96,10170.52992
0,3.35,200,1,38.31,11442.6292
1,1.75,200,0,25.45,12802.50582
0,2.85,200,1,38.31,8203.472296
1,3.29,125,0,35.58,15968.62138
1,3.11,250,0,20.25,22423.13485
1,3.66,125,1,23.1,18476.20581
0,1.82,250,0,12.59,4183.914005
1,1.94,250,0,34.44,22423.13485
1,1.58,90,1,14.98,4886.904502
0,3.03,200,2,34.89,8583.112849
0,2.27,125,2,35.24,4193.121193999999
1,2.08,90,0,23.82,6837.696815
1,3.9,50,1,28.49,8367.357236
1,2.0,250,0,12.17,22423.13485
0,2.6,90,1,21.47,3222.642223
0,1.57,125,1,13.65,1873.289231
1,3.16,90,0,12.17,8172.724634
0,3.9,90,0,23.11,4295.902048
1,3.11,200,0,19.57,18930.66473
1,1.74,250,0,38.31,22423.13485
0,2.47,125,0,19.21,3909.195808
1,3.9,250,1,27.92,22423.13485
1,3.43,63,0,34.14,8910.182691
1,1.88,90,1,35.3,6795.138131000001
0,2.26,250,2,17.23,6309.235095
0,2.19,63,2,30.97,1963.793171
0,1.76,200,0,34.1,5014.108708
1,3.39,125,0,20.25,12555.19278
1,1.97,90,1,12.64,3999.586557
0,2.32,125,2,21.42,3983.633225
1,2.51,63,2,12.23,4757.378737
1,1.62,63,1,15.87,2862.448898
1,2.95,90,2,25.46,9214.610745999998
1,2.49,125,0,22.14,10053.833
0,1.85,90,0,38.31,2730.768782
1,1.83,90,0,20.0,5430.027981
1,1.45,63,0,38.31,3226.502258
0,2.32,125,0,17.65,3415.83491
1,1.97,63,2,21.58,4675.998868
1,2.4,125,1,30.02,11671.90358
1,3.9,250,0,25.84,22423.13485
1,2.31,125,1,26.12,10613.03038
1,2.61,63,0,33.15,6164.036583
1,2.34,90,0,38.31,9537.408126999999
0,3.2,250,0,22.02,10480.925290000001
1,2.65,50,0,16.25,3979.258351
0,2.63,90,2,13.83,2705.6033780000002
1,1.86,90,0,25.02,7495.796625
0,3.9,50,0,30.14,3047.7459350000004
1,1.66,63,0,32.26,3974.419014
0,2.05,90,2,15.99,1889.676829
0,2.11,250,2,33.24,9066.123177
1,1.95,50,0,21.48,3294.173705
1,1.9,63,0,18.05,3777.585412
1,3.84,63,1,17.2,7722.868012999999
1,2.86,200,0,36.87,22423.13485
0,2.04,125,0,38.31,4040.0988840000005
1,1.95,90,1,29.58,7814.023423000001
1,3.9,63,1,22.6,11311.21676
1,3.16,63,0,26.52,7428.835758
1,1.87,125,2,26.81,9927.671623
1,1.45,125,0,25.74,7655.751875
0,2.68,250,2,12.49,5972.511171
1,3.34,63,0,38.31,10461.31841
0,2.04,90,1,31.06,2462.032521
1,1.9,250,0,22.98,22423.13485
1,2.09,125,1,19.58,9171.246849
0,3.7,63,2,15.5,2641.880655
1,2.01,250,0,16.06,13585.56673
0,3.47,250,1,36.67,14056.579419999998
0,3.88,63,1,14.45,2682.489571
1,3.37,63,2,38.31,9259.607687
1,2.56,50,1,28.44,5842.94747
0,3.05,250,0,38.31,11533.67257
0,2.65,125,2,31.88,5199.782838
1,1.97,63,1,20.02,3454.539262
0,1.89,90,0,28.8,1877.0829629999998
1,3.24,90,2,27.05,11389.521859999999
1,2.52,63,2,28.7,6428.522782999999
0,3.16,63,0,17.65,2100.947205
0,1.55,200,0,38.31,4950.792118
1,3.9,250,0,38.31,22423.13485
1,2.84,90,1,15.05,7369.677844
0,2.72,90,0,19.33,2510.887197
0,2.18,63,1,21.0,1749.84168
1,3.72,250,0,30.38,22423.13485
1,2.07,200,0,18.13,12342.81009
0,1.47,250,1,28.77,6278.575011999999
1,2.23,90,0,38.31,9933.356695
1,2.64,50,1,26.67,5073.971097
1,2.78,200,1,38.31,22423.13485
0,1.76,90,0,38.31,2303.200762
1,2.97,50,1,14.86,3974.6432979999995
1,2.59,250,1,14.44,18625.4259
1,2.9,90,1,14.25,6419.324129
1,2.87,125,0,33.15,13349.00129
1,3.9,200,0,19.69,22423.13485
0,3.38,63,0,38.31,3553.240593
1,2.19,90,1,22.94,6404.285538
1,3.9,90,1,22.14,13240.084270000001
1,2.17,63,0,16.36,4633.10791
0,2.81,125,2,34.8,5120.9639560000005
1,3.26,63,0,16.14,5934.367452
1,3.19,125,2,28.34,15906.42669
0,2.62,90,0,20.83,2597.512944
0,2.69,63,1,38.31,2913.206455
1,3.43,63,1,20.63,7590.467364
1,3.8,63,0,34.4,9815.161636
0,2.08,125,0,35.18,3982.310457
1,3.18,63,2,19.74,6523.26352
1,2.99,63,2,35.73,7480.8875180000005
1,1.45,200,0,18.09,9341.636751
1,2.22,125,1,22.74,10028.3309
1,1.72,125,0,22.75,7380.6896959999995
1,1.92,125,0,25.81,9111.062719
0,3.08,250,0,25.0,3692.562465
0,2.51,90,2,19.59,2836.2780079999998
0,3.59,63,1,32.43,3138.727479
0,2.49,63,2,16.65,1749.84168
0,2.27,63,0,21.73,1838.65789
1,3.57,250,0,24.7,22423.13485
1,1.64,125,1,38.31,8429.704629
1,2.55,125,0,15.17,8264.224191
0,2.12,63,2,26.6,1749.84168
0,3.49,90,1,22.85,4566.055541
1,2.13,63,1,26.18,5474.311482
1,2.6,125,2,35.35,10619.34909
1,1.6,125,0,23.48,6169.531731
1,2.44,200,1,38.25,22423.13485
1,1.78,63,0,18.84,3998.0857189999997
1,3.14,125,0,16.85,12222.703609999999
1,2.79,250,0,26.42,22423.13485
1,2.86,90,1,31.01,11726.66502
1,2.48,250,0,16.04,22145.58641
1,1.49,50,2,19.5,2335.331777
0,1.45,63,2,38.31,1749.84168
0,2.83,50,2,35.11,2181.900188
0,1.45,50,0,20.08,1749.84168
1,2.07,250,1,20.49,17842.22962
0,2.49,50,0,15.19,1749.84168
1,2.15,125,0,34.12,10780.61717
0,3.9,200,2,38.31,14160.731130000002
1,2.09,250,1,26.16,20266.370469999998
1,1.67,250,0,23.7,18246.32219
1,3.9,250,1,27.92,22423.13485
0,3.9,125,0,18.57,6017.327883
1,3.14,200,2,16.54,18323.32762
1,3.9,125,2,31.55,20784.66975
1,2.74,90,0,19.53,8434.877823
1,2.25,63,2,38.31,6487.725904999999
0,2.88,125,1,26.83,4818.300206
1,1.93,90,1,32.0,6900.120402
1,2.19,200,0,18.1,15108.74969
1,1.63,125,0,16.39,7016.301787
1,3.9,125,1,38.31,22423.13485
1,1.48,50,1,30.9,3030.0623769999997
1,1.45,250,2,23.13,16442.16436
0,3.1,63,2,38.31,3461.7550950000004
1,2.43,125,0,26.82,10155.620640000001
1,3.07,250,0,28.74,22423.13485
1,1.59,250,0,29.3,18599.72733
1,1.94,90,1,23.7,5951.954189
1,3.62,200,0,38.31,22423.13485
0,3.9,250,1,18.69,13992.31101
1,2.04,90,0,20.52,5793.46426
1,2.77,50,2,24.27,5170.85703
1,2.62,90,0,12.96,6179.028371
0,3.9,125,2,38.31,8625.843579
0,2.14,125,1,19.99,2778.4667289999998
1,3.87,200,0,24.03,22423.13485
0,3.75,250,2,12.17,6555.541385
1,2.86,125,1,36.36,15337.92458
1,2.65,63,1,15.5,4680.017027000001
1,2.55,250,1,12.17,17738.763469999998
1,2.18,50,1,14.18,3371.296674
1,3.9,250,1,17.38,22423.13485
1,2.99,250,0,12.17,22423.13485
1,1.77,250,0,30.64,19330.86128
1,1.45,125,0,38.31,6959.204098
