JOB_ID,JOB_TYPE,DEPTH_M,DIAMETER_MM,MATERIAL,LENGTH_M,JOB_COST
Job 498,Replace,1.11,125,AC,44.57,7073.909199
Job 499,Replace,3.07,90,AC,31.28,12059.1699
Job 500,Replace,2.32,63,CI,13.53,4147.06704
Job 501,Repair,2.07,90,CI,20,2014.203396
Job 502,Replace,1.75,50,CI,16.47,3356.910667
Job 503,Repair,1.75,315,ST,21.84,6722.529394
Job 504,Repair,3.07,90,AC,33.28,4150.377332
Job 505,Replace,3.5,200,CI,12.45,18610.68836
Job 506,Replace,2.72,90,ST,14.63,5800.069377
Job 507,Repair,2.02,63,CI,37.21,1569.410016
Job 508,Replace,1.98,90,ST,32.34,6680.327244
Job 509,Replace,2.07,125,CI,21.59,8723.610085
Job 510,Replace,2.91,63,CI,19.35,6159.866541
Job 511,Replace,3.31,50,ST,10.15,3300.220308
Job 512,Repair,2.39,90,AC,20.43,2601.278774
Job 513,Replace,3.14,200,AC,31.54,26522.23508
Job 514,Replace,1.96,200,ST,21.67,13051.32559
Job 515,Repair,1.6,90,AC,11.57,1187.753498
Job 516,Repair,3.22,63,CI,19.3,2017.14252
Job 517,Replace,2.05,90,AC,32.56,7173.356395
Job 518,Replace,2.53,250,ST,40.78,28420.99631
Job 519,Replace,3.98,63,CI,31.92,10305.95955
Job 520,Replace,1.75,250,AC,21.7,16773.95388
Job 521,Repair,2.42,315,AC,20.52,9615.222248
Job 522,Replace,1.65,50,AC,38.57,3382.272942
Job 523,Replace,2.9,250,AC,15.13,19496.71203
Job 524,Replace,3.43,250,ST,10.11,19115.1108
Job 525,Replace,1.6,90,ST,28.94,5852.404151
Job 526,Repair,2.38,125,AC,42.17,4325.957674
Job 527,Replace,3.82,63,AC,34.74,11641.67456
Job 528,Replace,2.39,90,CI,32.63,7828.780605
Job 529,Repair,2.45,90,AC,18.01,2475.642814
Job 530,Repair,3.69,125,CI,21.06,6163.151742
Job 531,Replace,2.72,63,AC,22.91,5585.659627
Job 532,Repair,1.81,200,CI,18.19,4348.115423
Job 533,Replace,3.12,125,CI,24.13,13696.4376
Job 534,Replace,3.91,200,AC,15.43,19032.23096
Job 535,Replace,2.96,63,AC,11.34,4306.345929
Job 536,Replace,4.04,125,AC,34.06,19498.6519
Job 537,Replace,2.27,250,CI,27.86,21533.27702
Job 538,Replace,1.47,250,AC,20.69,11968.62776
Job 539,Replace,2.14,50,ST,32.8,3725.009956
Job 540,Repair,4.01,450,CI,37.38,24946.83642
Job 541,Repair,1.94,315,ST,25.56,7723.254532
Job 542,Replace,2.07,125,AC,11.33,5678.789794
Job 543,Repair,4.35,250,CI,11.53,10307.53519
Job 544,Replace,2.27,50,ST,19.69,3607.75623
Job 545,Replace,4.31,90,ST,46.03,18283.89221
Job 546,Replace,3.09,90,ST,32.19,11885.88864
Job 547,Repair,2.4,200,CI,26.27,6374.294739
Job 548,Replace,2.7,200,AC,28.74,20828.41346
Job 549,Replace,1.67,200,AC,13.93,10728.68514
Job 550,Replace,2.05,90,CI,17.45,5448.562198
Job 551,Replace,2.16,63,AC,30.62,5289.136546
Job 552,Repair,1.8,90,AC,24.13,2255.966514
Job 553,Replace,3.79,315,ST,30.62,52115.47941
Job 554,Replace,3.15,250,AC,25.48,33789.3721
Job 555,Repair,2.33,200,AC,23.07,5916.28406
Job 556,Replace,2.98,90,AC,31.22,11398.91911
Job 557,Replace,1.78,250,CI,17.55,15198.03537
Job 558,Replace,3.21,90,ST,27.84,12085.88686
Job 559,Repair,3.8,125,ST,18.87,5736.854792
Job 560,Replace,2.09,90,CI,26.79,7135.20122
Job 561,Repair,2.28,63,CI,20.84,1806.675248
Job 562,Replace,2.29,200,ST,34.53,16819.04154
Job 563,Replace,2.49,90,ST,37.39,9028.242383
Job 564,Replace,3.16,315,ST,24.73,34393.96789
Job 565,Repair,1.66,200,AC,20.93,4111.012043
Job 566,Replace,4.61,125,AC,22.9,15210.83073
Job 567,Replace,2.49,200,AC,10.72,12440.16802
Job 568,Replace,3.18,125,AC,25.56,14843.79019
Job 569,Replace,2.51,63,AC,17.36,3854.915733
Job 570,Replace,2.87,50,CI,31.34,5341.872789
Job 571,Replace,1.1,125,CI,38.86,5834.501516
Job 572,Replace,1.37,450,ST,13.21,16748.81471
Job 573,Repair,4.09,200,ST,40.61,13858.17988
Job 574,Replace,4.47,125,AC,23.11,16797.39928
Job 575,Replace,3.35,125,AC,20.13,14253.49223
Job 576,Replace,3.83,63,CI,15.33,6580.480541
Job 577,Replace,1.85,315,AC,23.75,19300.14051
Job 578,Repair,3.37,125,AC,26.93,6237.44155
Job 579,Replace,3.97,200,AC,45.84,35813.07066
Job 580,Repair,2,63,CI,19.49,1409.259865
Job 581,Replace,4.5,200,AC,14.46,21711.146
Job 582,Replace,2.2,63,CI,12.49,3460.785393
Job 583,Replace,4.24,200,AC,21.32,32437.55656
Job 584,Replace,1.82,63,AC,15.4,3183.736592
Job 585,Replace,3.39,90,AC,16.16,10554.26317
Job 586,Repair,2.88,125,CI,24.64,4287.894724
Job 587,Repair,3.39,90,AC,46.73,4712.860215
Job 588,Replace,1.56,63,AC,25.96,3984.311826
Job 589,Replace,2.96,125,CI,16.39,12344.70982
Job 590,Repair,3.75,125,AC,16.46,4591.082736
Job 591,Replace,2.59,450,CI,22.8,37894.99592
Job 592,Replace,1.9,63,AC,21.24,4029.596145
Job 593,Repair,3.89,50,ST,19.62,2586.649687
Job 594,Replace,3.39,63,ST,27.63,9544.146278
Job 595,Replace,1.1,63,AC,16.87,2010.193347
Job 596,Replace,1.84,63,CI,16.69,2912.895715
Job 597,Replace,2.97,63,AC,23.33,5441.416503
Job 598,Replace,3.27,90,CI,34.5,12528.84509
Job 599,Replace,1.55,90,CI,35.44,6026.158178
Job 600,Replace,3.13,63,CI,15.7,6099.869632
Job 601,Replace,1.39,63,CI,18.61,2986.303683
Job 602,Replace,2.33,250,CI,27.26,23414.5655
Job 603,Replace,2.16,125,AC,19.96,8830.46016
Job 604,Repair,2.97,125,CI,16.07,3968.62556
Job 605,Replace,4.09,125,AC,22,15335.10773
Job 606,Repair,1.71,250,AC,11.98,4184.29991
Job 607,Replace,2.41,200,ST,24.64,17361.14031
Job 608,Replace,1.9,63,AC,32.46,4496.28278
Job 609,Repair,2.47,90,CI,15.47,2568.190438
Job 610,Replace,2.29,125,ST,21.42,10855.57349
Job 611,Replace,2.03,125,CI,15.58,8592.00272
Job 612,Replace,1.65,50,AC,15.16,2228.572289
Job 613,Replace,2.07,63,ST,32.56,5118.089941
Job 614,Replace,2.9,90,AC,42.62,10467.06374
Job 615,Replace,1.15,63,CI,33.95,3207.012374
Job 616,Replace,2.56,200,CI,26.44,17727.26115
Job 617,Repair,2.08,90,ST,36.15,2952.718039
Job 618,Replace,1.9,450,CI,42.94,41292.11243
Job 619,Replace,2.59,125,AC,22.83,12085.32101
Job 620,Repair,3.1,125,CI,10.77,4264.188434
Job 621,Replace,2.28,90,AC,29.12,8130.923279
Job 622,Replace,2.1,250,CI,41.62,24297.78763
Job 623,Repair,1.13,125,ST,14.14,1307.667892
Job 624,Replace,1.73,90,CI,28.45,5574.257
Job 625,Replace,1.96,125,ST,15.5,7804.29769
Job 626,Replace,2.78,90,ST,34.51,8174.53387
Job 627,Replace,2.4,90,AC,40.46,10403.34967
Job 628,Replace,2.81,200,AC,46.46,26810.33504
Job 629,Repair,3.64,50,AC,20.93,1673.247423
Job 630,Replace,2.45,200,AC,14.61,15123.68667
Job 631,Repair,2.09,90,AC,37.19,2821.08159
Job 632,Replace,2.67,63,AC,19.31,6723.175043
Job 633,Repair,1.9,200,AC,20.52,4766.289062
Job 634,Replace,2.04,90,CI,29.92,6965.776445
Job 635,Replace,2.89,90,AC,22.77,8744.623173
Job 636,Replace,2.06,90,CI,22.04,5795.717026
Job 637,Replace,2.67,250,AC,34.87,25844.96121
Job 638,Replace,2.73,63,CI,11.61,4821.057235
Job 639,Replace,2.19,63,CI,33.81,6141.995605
Job 640,Replace,2.72,200,CI,20.92,17005.23098
Job 641,Replace,2.1,63,CI,30.25,4549.082251
Job 642,Replace,2.89,90,AC,14.27,5939.796529
Job 643,Replace,3.76,125,AC,11.29,9832.830119
Job 644,Replace,1.16,315,AC,26.42,11972.25269
Job 645,Replace,1.78,200,AC,32.47,17271.96938
Job 646,Replace,2.14,90,ST,31.51,7846.20551
Job 647,Replace,4.2,90,CI,38.8,18449.54221
Job 648,Replace,3.48,90,CI,33.31,14049.82635
Job 649,Replace,1.49,90,CI,23.24,4094.641248
Job 650,Replace,2.28,125,AC,13.45,6848.044173
Job 651,Replace,1.94,200,AC,32.7,13799.47963
Job 652,Repair,4.11,90,CI,30.23,5737.91385
Job 653,Replace,1.83,63,AC,19.93,4370.419362
Job 654,Replace,3.18,315,CI,35.9,43646.2035
Job 655,Replace,2.34,63,AC,20.47,5009.01816
Job 656,Repair,2.49,315,CI,42.75,13629.45481
Job 657,Replace,1.87,250,AC,11.74,11916.32308
Job 658,Replace,2.19,125,CI,42.01,12773.75936
Job 659,Repair,2.73,63,CI,10.38,1168.481822
Job 660,Replace,1.66,250,AC,24.59,13188.54565
Job 661,Repair,4.7,63,ST,33.64,4300.29088
Job 662,Replace,2.01,90,ST,38.61,7668.676885
Job 663,Replace,2.61,63,ST,17.66,4771.618401
Job 664,Replace,1.93,50,ST,35.09,4032.217908
Job 665,Repair,2.83,90,AC,14.71,2393.019104
Job 666,Replace,3.66,50,CI,34.16,6375.633995
Job 667,Replace,3.02,63,AC,21.88,7721.67645
Job 668,Replace,2.15,200,ST,39.28,21650.38728
Job 669,Replace,4.05,63,CI,38.3,9740.980106
Job 670,Replace,2.84,90,ST,25.23,9938.528279
Job 671,Replace,1.91,315,CI,15.08,15136.04451
Job 672,Replace,2.64,315,CI,46.8,36757.96561
Job 673,Replace,2.48,250,CI,15.05,17839.92526
Job 674,Replace,1.88,63,ST,40.91,5714.337561
Job 675,Replace,2.17,250,AC,27.05,23848.98876
Job 676,Replace,1.71,63,CI,32.88,3979.168408
Job 677,Replace,3.17,50,CI,29.42,6375.653457
Job 678,Repair,1.38,90,CI,16.67,1054.22986
Job 679,Repair,2.23,90,AC,25.27,2005.863925
Job 680,Replace,3.6,90,CI,30.1,7999.362933
Job 681,Replace,3.73,90,AC,32.13,14185.03305
Job 682,Replace,1.15,250,ST,38.11,9820.603732
Job 683,Replace,1.99,200,AC,34.76,18558.50774
Job 684,Replace,1.44,125,CI,16.17,5557.173802
Job 685,Repair,1.67,63,CI,16.56,1091.071226
Job 686,Replace,3.08,125,ST,40.79,15127.16687
Job 687,Repair,2.75,450,AC,22.97,12846.09963
Job 688,Replace,3.94,200,AC,20.61,28098.1797
Job 689,Repair,2.61,90,CI,40.37,3747.189322
Job 690,Replace,2.47,90,ST,19.21,6656.535023
Job 691,Repair,2.72,200,ST,23.51,7506.117109
Job 692,Replace,2.71,125,ST,46.18,18038.88112
Job 693,Replace,3.54,90,ST,26.62,12154.51545
Job 694,Repair,1.51,50,AC,21.26,1017.352789
Job 695,Replace,3.9,125,AC,32.15,17584.15642
Job 696,Replace,3.37,125,ST,30.76,16502.2642
Job 697,Replace,1.82,63,CI,18.45,3229.766715
Job 698,Replace,4.74,200,ST,31.13,35217.5408
Job 699,Repair,4.43,50,CI,20.6,2816.105034
Job 700,Replace,1.38,315,CI,14.82,13703.99547
Job 701,Repair,1.65,90,AC,17.82,1508.586733
Job 702,Repair,1.73,90,AC,29.29,2049.086529
Job 703,Replace,2.05,125,AC,17.73,7168.723251
Job 704,Replace,2.25,125,AC,38.52,12836.62141
Job 705,Repair,3.23,315,ST,11.52,8727.865972
Job 706,Repair,1.89,90,ST,21.14,2488.015642
Job 707,Replace,3.86,250,AC,23.57,35057.83202
Job 708,Replace,1.57,50,ST,19.68,2747.559548
Job 709,Replace,1.51,50,CI,40.4,4087.052687
Job 710,Replace,2.09,250,ST,39.86,21637.7126
Job 711,Replace,2.69,63,AC,27.73,6813.845563
Job 712,Replace,2.06,63,AC,18.11,4064.961293
Job 713,Replace,1.88,250,AC,23.67,17658.57159
Job 714,Replace,1.85,125,AC,30.79,9699.252005
Job 715,Repair,3.83,90,CI,11.68,2886.763237
Job 716,Replace,2.19,200,CI,33.11,14221.44992
Job 717,Repair,1.98,315,ST,25.01,8496.93393
Job 718,Replace,3.61,90,AC,45.17,14799.54104
Job 719,Replace,1.6,125,CI,31.16,8211.230423
Job 720,Replace,2.95,50,AC,12.71,4113.731549
Job 721,Replace,4.05,50,AC,16.42,5993.882963
Job 722,Replace,2.95,90,AC,29.3,9530.246001
Job 723,Replace,2.59,125,CI,20.91,13109.20355
Job 724,Replace,2.06,200,CI,33.72,17038.90326
Job 725,Repair,3.18,90,CI,18.66,2314.937221
Job 726,Replace,1.76,125,ST,30.58,8455.526539
Job 727,Replace,1.93,200,AC,33.72,14892.74153
Job 728,Replace,1.52,63,AC,42.41,3923.874519
Job 729,Replace,2.62,90,ST,10.76,6012.976296
Job 730,Replace,1.99,63,AC,9.65,3087.05987
Job 731,Replace,1.8,63,AC,19.78,3047.695185
Job 732,Replace,1.94,90,AC,34.82,6741.968185
Job 733,Replace,3.23,200,AC,37.85,24854.37472
Job 734,Replace,3.27,200,AC,36.64,25147.53779
Job 735,Replace,3.14,250,ST,21.6,25073.56552
Job 736,Replace,1.08,450,CI,23.75,17936.12332
Job 737,Replace,2.08,63,AC,41.97,4913.583831
Job 738,Replace,1.37,50,AC,24.1,2662.193563
Job 739,Replace,3.34,315,ST,24.01,40661.01318
Job 740,Replace,2.69,90,CI,23.2,7783.853547
Job 741,Repair,2.63,125,AC,38.68,4879.750823
Job 742,Replace,1.75,63,AC,16.31,3618.977134
Job 743,Repair,2.52,125,CI,37.49,5289.463188
Job 744,Replace,3.16,90,CI,38.2,13241.71952
Job 745,Replace,2.88,50,AC,17.07,4229.778484
Job 746,Repair,1.27,200,AC,32.88,3344.552068
Job 747,Repair,3.51,63,AC,16.28,2481.981995
Job 748,Replace,2.91,90,CI,47.8,11144.11396
Job 749,Replace,3.85,50,ST,22.19,7025.369032
Job 750,Replace,1.7,125,AC,35.76,8484.062917
Job 751,Replace,4.19,315,ST,24.54,47315.71184
Job 752,Repair,2.68,125,CI,30.95,5442.127833
Job 753,Repair,2.46,90,CI,38.25,3530.026558
Job 754,Replace,2.88,125,CI,26.01,14944.02676
Job 755,Repair,2.87,90,ST,38.78,4443.384596
Job 756,Replace,1.59,250,AC,23.69,14453.81979
Job 757,Repair,4.54,90,ST,23.9,4857.539691
Job 758,Replace,1.81,200,AC,16.29,11623.7536
Job 759,Repair,2.03,63,AC,19.83,1434.66844
Job 760,Replace,2.33,125,CI,18.98,9021.252109
Job 761,Replace,3.28,63,AC,30.27,8105.287435
Job 762,Replace,2.65,63,AC,21.15,5828.947578
Job 763,Replace,2.3,125,AC,35.2,11924.93595
Job 764,Repair,3.5,125,AC,17.66,4718.387314
Job 765,Replace,1.65,125,AC,26.19,6973.154522
Job 766,Repair,3.68,90,AC,17.66,4094.012747
Job 767,Replace,1.78,90,AC,37.79,6834.536139
Job 768,Replace,2.69,200,AC,27.23,17938.27038
Job 769,Repair,2.99,125,AC,24.92,3527.199838
Job 770,Replace,3.9,200,CI,19.35,25910.09014
Job 771,Replace,3.09,90,CI,17.05,8482.305584
Job 772,Replace,1.53,63,CI,29.79,3739.888845
Job 773,Replace,2.74,90,AC,41.11,10753.0383
Job 774,Repair,1.21,90,CI,33.94,1373.790693
Job 775,Replace,3.05,63,CI,13.26,5581.91461
Job 776,Repair,4.4,90,CI,33.66,6289.822338
Job 777,Replace,2.79,315,AC,35.88,36212.36409
Job 778,Replace,1.65,63,AC,14.11,2492.050252
Job 779,Replace,3,90,CI,33.7,12113.05182
Job 780,Repair,1.5,125,CI,23.38,2261.692083
Job 781,Replace,3.07,63,ST,18.91,6404.809272
Job 782,Replace,2.1,200,ST,32.81,15908.72798
Job 783,Replace,3.18,90,CI,19.04,9723.566565
Job 784,Repair,2.21,200,ST,36.92,6622.558375
Job 785,Replace,1.82,90,CI,29.81,7049.453061
Job 786,Repair,3.64,200,AC,32.27,9705.181122
Job 787,Replace,2.83,250,ST,29.09,25220.68083
Job 788,Repair,2.82,90,AC,37.44,3806.015626
Job 789,Repair,2.72,90,ST,18.29,3176.088032
Job 790,Repair,2.18,125,AC,36.69,4374.663279
Job 791,Replace,2.02,63,ST,48.95,5887.281758
Job 792,Replace,2,200,AC,11.01,9322.695135
Job 793,Replace,3.28,90,AC,16.16,7523.667864
Job 794,Repair,2.65,50,CI,33.24,1921.594606
Job 795,Replace,4.05,90,AC,17.13,11235.05707
Job 796,Replace,1.34,90,AC,28.36,4309.028624
Job 797,Replace,2.04,200,AC,41.8,16571.96893
Job 798,Replace,2.18,90,ST,10.13,4830.172485
Job 799,Replace,4.19,90,ST,14.83,11049.41232
Job 800,Replace,2.73,200,AC,13.62,13847.90391
Job 801,Replace,2.69,200,AC,26.37,20175.91481
Job 802,Replace,4.3,125,ST,18.16,18918.70115
Job 803,Replace,2.83,50,CI,14.26,3791.661266
Job 804,Replace,4.21,315,AC,13.61,37030.73104
Job 805,Replace,2.95,50,AC,46.51,6916.366523
Job 806,Repair,1.99,63,AC,21.86,1333.698562
Job 807,Repair,3.98,63,CI,15.06,2850.465982
Job 808,Repair,3.98,250,AC,21.88,10646.59797
Job 809,Replace,2.53,90,ST,19.27,6524.834326
Job 810,Replace,3.56,125,ST,16.67,15306.49077
Job 811,Repair,3.6,200,AC,18.24,7814.618983
Job 812,Repair,1.86,63,AC,19.96,1442.117573
Job 813,Replace,1.59,90,ST,20.3,4716.475461
Job 814,Replace,2.89,63,CI,17.42,5646.293594
Job 815,Replace,2.57,200,AC,33.37,19512.04859
Job 816,Replace,4.03,200,AC,40.42,33904.24086
Job 817,Replace,2.47,90,CI,33.16,9661.515365
Job 818,Repair,3.72,125,CI,27.79,5914.16232
Job 819,Replace,2.05,200,AC,36.64,16814.67227
Job 820,Replace,2.44,315,AC,40.5,33122.37942
Job 821,Repair,2.4,125,AC,24.54,3427.332531
Job 822,Repair,3.32,90,AC,42.61,4527.353121
Job 823,Replace,4.37,90,AC,36.01,14532.68914
Job 824,Replace,2.13,125,AC,19.05,9786.227327
Job 825,Replace,3.13,50,CI,18.03,4452.364903
Job 826,Repair,1.65,63,AC,25.35,1060.918533
Job 827,Replace,3.43,125,AC,34.56,20531.53628
Job 828,Repair,3.06,90,AC,39.34,4195.164325
Job 829,Replace,1.73,90,CI,31.33,5285.801177
Job 830,Replace,2.8,125,ST,29.13,11522.51932
Job 831,Replace,3.1,90,CI,39.72,11691.47908
Job 832,Replace,2.39,63,CI,17.04,4659.511142
Job 833,Replace,3.47,90,AC,22.43,11504.03489
Job 834,Replace,3.16,125,AC,21.66,12216.33046
Job 835,Replace,2.11,125,ST,8.39,5564.431409
Job 836,Replace,3.8,63,CI,10.97,5718.007011
Job 837,Repair,3.45,63,AC,18.55,2453.048107
Job 838,Replace,2.75,125,ST,12.47,7852.84303
Job 839,Repair,1.86,90,ST,31.25,2273.290497
Job 840,Replace,2.92,90,AC,24,8940.860925
Job 841,Repair,3.31,200,AC,15.97,7201.491154
Job 842,Replace,4.81,315,AC,10.73,34000.98288
Job 843,Replace,2.42,90,AC,23.21,7452.18719
Job 844,Replace,1.97,50,AC,41.3,3549.741878
Job 845,Replace,1.88,63,CI,24.1,3758.708934
Job 846,Repair,3.27,63,ST,24.16,2707.794299
Job 847,Replace,2.88,63,AC,13.01,4989.538205
Job 848,Replace,3.72,63,AC,21.57,7442.631294
Job 849,Repair,3.18,63,ST,9.93,1853.594543
Job 850,Repair,3.3,63,CI,37.58,3136.806133
Job 851,Replace,2.88,90,AC,15.74,7931.676332
Job 852,Repair,1.47,250,AC,29.91,4593.143334
Job 853,Replace,3.85,90,CI,20.39,10839.5899
Job 854,Replace,1.18,250,AC,38.2,12517.91346
Job 855,Replace,2.25,63,AC,34.12,6277.348035
Job 856,Repair,2.57,90,CI,10.91,1826.309836
Job 857,Replace,3.71,50,CI,25.18,6211.475963
Job 858,Replace,3.04,200,AC,36.39,25204.7035
Job 859,Repair,3.83,315,AC,24.2,16568.59272
Job 860,Repair,1.85,90,AC,22.97,1865.78915
Job 861,Replace,1.79,63,ST,19.57,3531.25385
Job 862,Repair,3.92,50,CI,26.13,2508.499216
Job 863,Replace,1.65,200,AC,29.11,15174.29145
Job 864,Repair,1.68,250,ST,11.73,3834.648702
Job 865,Replace,3.64,63,AC,22,7697.537294
Job 866,Repair,2.33,90,AC,14.95,2408.192195
Job 867,Repair,2.57,50,ST,28.77,1614.588077
Job 868,Repair,2.49,125,AC,17.35,3903.503875
Job 869,Repair,2.08,90,AC,32.15,3392.99848
Job 870,Repair,3.64,63,ST,21.89,2900.408727
Job 871,Replace,1.35,50,ST,21.79,2316.883517
Job 872,Replace,1.93,125,CI,17.11,8883.411198
Job 873,Replace,4.41,250,ST,33.75,55245.62218
Job 874,Replace,1.57,125,AC,11.38,4964.06506
Job 875,Replace,1.97,50,AC,37.35,4083.13164
Job 876,Replace,2.48,50,AC,24.8,3958.002561
Job 877,Replace,3.12,90,CI,27.8,10205.63615
Job 878,Repair,2.02,90,CI,27.7,2742.144513
Job 879,Repair,2.82,90,ST,19.39,3017.102765
Job 880,Repair,3.34,63,ST,27.69,2575.914264
Job 881,Replace,2.33,200,AC,33.22,19393.34852
Job 882,Repair,2.63,200,AC,19.4,6270.702503
Job 883,Repair,3.53,90,AC,22.57,3633.030948
Job 884,Replace,1.58,90,CI,26.34,4845.185993
Job 885,Replace,1.55,90,CI,40.8,4805.741325
Job 886,Repair,4.37,125,CI,19.92,6648.409638
Job 887,Replace,4.37,125,ST,47.71,28287.65935
Job 888,Replace,2.28,50,ST,23.64,4752.948707
Job 889,Replace,2.54,250,AC,17.1,22653.82478
Job 890,Replace,3.81,250,ST,43.96,41289.24714
Job 891,Repair,2.64,90,AC,24.87,3295.134846
Job 892,Replace,2.4,90,AC,17.68,6947.970126
Job 893,Replace,2.24,315,AC,26.05,24842.05459
Job 894,Replace,1.42,63,CI,11.69,2062.846258
Job 895,Repair,2.74,200,CI,23.29,6492.208264
Job 896,Replace,2.67,63,ST,45.12,7886.000624
Job 897,Replace,2.42,63,AC,19.33,5443.89339
Job 898,Replace,2.56,90,AC,19.57,6861.462639
Job 899,Replace,1.35,90,CI,17.96,3723.541924
Job 900,Replace,2.48,90,CI,23.17,8346.298459
Job 901,Replace,2.71,90,ST,43.04,12538.22856
Job 902,Replace,3.7,125,CI,28.37,18186.32776
Job 903,Replace,2.33,250,ST,23.4,17154.00157
Job 904,Replace,3.58,315,AC,16.47,31226.15006
Job 905,Replace,2.91,63,CI,20.75,6248.181178
Job 906,Replace,2.74,125,AC,27.39,12571.72623
Job 907,Replace,3.17,250,CI,43.36,32754.02975
Job 908,Replace,2.3,90,AC,31.51,7333.210199
Job 909,Replace,2.54,90,CI,17.43,8018.535883
Job 910,Replace,3,50,ST,19.58,4625.433691
Job 911,Replace,1.44,90,CI,23.05,4785.967111
Job 912,Replace,3.62,125,ST,36.56,18587.01981
Job 913,Replace,2.71,63,CI,18.91,4572.487749
Job 914,Repair,2.71,63,AC,18.36,1786.935891
Job 915,Replace,2.39,63,CI,39.74,6489.995247
Job 916,Replace,2.73,90,AC,32.23,10015.22438
Job 917,Replace,3.44,63,AC,40.32,8306.043094
Job 918,Replace,4.61,90,AC,31.07,16390.99494
Job 919,Replace,3.86,250,ST,9.38,22208.76985
Job 920,Replace,2.24,63,ST,32.23,5935.506526
Job 921,Replace,3.02,125,CI,24.06,16614.8916
Job 922,Repair,1.86,450,AC,13.7,8255.403811
Job 923,Replace,2.23,250,AC,10.73,12621.6031
Job 924,Replace,3.81,200,AC,25.03,27509.37341
Job 925,Replace,1.84,90,AC,17.31,5924.282533
Job 926,Repair,3.53,50,AC,23.63,2224.206524
Job 927,Replace,2.89,63,CI,32.05,6974.694642
Job 928,Replace,4.03,315,AC,33.39,54883.77777
Job 929,Replace,2,90,CI,14.64,5228.622185
Job 930,Replace,2.64,63,AC,23.38,6495.116293
Job 931,Replace,3.48,50,CI,12.6,4856.736324
Job 932,Repair,2.62,90,AC,25.73,2674.160901
Job 933,Replace,3.42,90,AC,18.83,10137.48597
Job 934,Repair,2.19,63,AC,17.87,1264.56757
Job 935,Replace,2.62,90,ST,42.37,9497.792942
Job 936,Replace,1.69,90,AC,14.86,4010.089604
Job 937,Replace,1.22,90,CI,15.05,3730.704739
Job 938,Repair,3.46,90,ST,17.59,3188.755902
Job 939,Repair,4.1,200,AC,14.5,8284.52425
Job 940,Replace,2.09,63,CI,14.74,3302.713894
Job 941,Replace,3.51,125,ST,32.74,20075.87255
Job 942,Repair,3.79,90,AC,27.88,5087.755979
Job 943,Repair,2.18,50,AC,13.4,1121.621224
Job 944,Replace,3.39,125,AC,43.62,17779.14908
Job 945,Replace,2.72,200,AC,37.25,23934.80311
Job 946,Replace,2.75,450,ST,14.16,37339.4323
Job 947,Repair,1.96,90,ST,14.68,1770.490078
Job 948,Replace,2.98,63,AC,31.03,8327.786812
Job 949,Repair,2.6,50,CI,35.81,2152.094199
Job 950,Repair,1.67,125,CI,32.92,3281.594975
Job 951,Repair,2.82,125,ST,34.28,4883.421385
Job 952,Repair,1.51,200,AC,17.18,3090.549688
Job 953,Replace,1.98,250,ST,15.5,15635.65927
Job 954,Replace,1.76,125,CI,40.42,10655.10711
Job 955,Replace,3.11,125,AC,22.78,13996.29184
Job 956,Repair,4.19,200,CI,24.95,10658.44228
Job 957,Replace,2.11,250,ST,33.45,19778.21051
Job 958,Repair,1.76,63,AC,36.95,1699.770067
Job 959,Repair,2.5,125,AC,36.45,4714.088203
Job 960,Replace,2.96,90,ST,14.17,8556.064933
Job 961,Replace,2.79,200,AC,10.87,13689.98668
Job 962,Replace,4.23,315,AC,25.71,52578.01638
Job 963,Repair,2.39,250,AC,25.81,9218.893207
Job 964,Repair,1.67,250,CI,12.61,3513.780297
Job 965,Replace,1.97,315,AC,34.62,27612.41262
Job 966,Replace,4.55,90,AC,13.23,12080.81806
Job 967,Repair,3.25,125,CI,30.76,5123.902499
Job 968,Replace,3.23,250,ST,20.81,27474.63835
Job 969,Replace,1.81,200,CI,22.84,12492.22178
Job 970,Replace,1.72,63,CI,17.15,3700.682435
Job 971,Replace,2.36,63,AC,23.79,4704.696311
Job 972,Replace,2.47,250,ST,34.7,26168.4884
Job 973,Repair,3.17,315,ST,17.71,13849.46013
Job 974,Replace,2.86,90,CI,27.61,10080.63887
Job 975,Repair,1.83,125,AC,21.32,2214.654579
Job 976,Repair,3.23,200,AC,24.74,7747.174897
Job 977,Replace,2.3,50,CI,22.03,4035.613037
Job 978,Replace,2.94,315,AC,37.46,45083.2866
Job 979,Replace,2.14,250,CI,23.63,16435.25797
Job 980,Replace,2.47,50,AC,42.78,5668.902383
Job 981,Replace,1.97,63,CI,29.57,4608.163956
Job 982,Replace,3.45,200,ST,21.25,25749.49553
Job 983,Replace,2.82,90,AC,12.49,6299.61308
Job 984,Repair,2.7,63,AC,24.58,2157.607134
Job 985,Repair,2.06,200,AC,12.97,3491.894472
Job 986,Replace,1.85,125,ST,17.53,7387.284192
Job 987,Replace,1.69,250,CI,19.38,15934.81304
Job 988,Replace,3.62,250,AC,31.37,30069.29977
Job 989,Replace,1.92,200,AC,23.42,13212.40211
Job 990,Replace,3.37,200,CI,15.58,18412.80693
Job 991,Replace,2.21,200,CI,16.84,12170.47581
Job 992,Replace,3.24,63,ST,25.1,8280.929161
Job 993,Repair,3.96,50,AC,16.46,2256.696421
Job 994,Repair,3.02,90,AC,42.27,4299.244572
Job 995,Repair,1.86,125,AC,15.68,2569.610316
